county,sub_county,year_1,month_2,disease_condition,nature_of_diagnosis_clinical_lab_pm,species,no_sick,deaths,diagnosis,date
West Pokot,Pokot South,2020,December,Brucellosis,Post Mortem,Bovine,2,0,Post Mortem,2020-12-01
West Pokot,Pokot South,2020,December,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2020-12-01
West Pokot,Pokot South,2020,December,Anthrax,Clinical,Bovine,1,2,Clinically confirmed,2020-12-01
West Pokot,Kacheliba,2020,December,Rvf,Clinical,Bovine,5,0,Clinically confirmed,2020-12-01
West Pokot,Pokot South,2020,December,Anthrax,Clinical,Bovine,1,2,Clinically confirmed,2020-12-01
West Pokot,Pokot South,2020,December,Anthrax,Clinical,Bovine,1,2,Clinically confirmed,2020-12-01
West Pokot,Pokot South,2020,December,Anthrax,Clinical,Bovine,1,2,Clinically confirmed,2020-12-01
West Pokot,Pokot South,2020,December,Anthrax,Clinical,Bovine,1,2,Clinically confirmed,2020-12-01
West Pokot,Kacheliba,2020,December,Rvf,Clinical,ovine,14,0,Clinically confirmed,2020-12-01
West Pokot,Pokot South,2020,December,Anthrax,Clinical,Bovine,1,2,Clinically confirmed,2020-12-01
West Pokot,Pokot South,2020,December,Anthrax,Post Mortem,Bovine,1,2,Post Mortem,2020-12-01
West Pokot,Pokot South,2020,December,Anthrax,Post Mortem,Bovine,1,2,Post Mortem,2020-12-01
West Pokot,Kacheliba,2020,December,Brucellosis,Post Mortem,Bovine,5,5,Post Mortem,2020-12-01
West Pokot,Pokot South,2020,December,Anthrax,Post Mortem,Bovine,1,2,Post Mortem,2020-12-01
West Pokot,Sigor,2020,December,Brucellosis,Clinical,Bovine,3,0,Clinically confirmed,2020-12-01
West Pokot,Kapenguria,2020,December,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2020-12-01
West Pokot,Kapenguria,2020,December,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2020-12-01
NA,Kangema,2020,March,Anthrax,Clinical,Cattle,1,0,Clinically confirmed,2020-03-01
Bomet,Chepalungu,2021,January,Anthrax,Post Mortem,Cattle,1,1,Post Mortem,2021-01-01
Bomet,Bomet Central,2021,January,Anthrax,Post Mortem,Cattle,1,1,Post Mortem,2021-01-01
Bomet,Chebalungu,2021,March,Rabies,Laboratory,cattle,1,1,Lab confirmed,2021-03-01
Bomet,Chepalungu,2021,March,Rabies,Laboratory,cattle,1,1,Lab confirmed,2021-03-01
Bomet,Chepalungu,2021,March,Rabies,Laboratory,cattle,1,1,Lab confirmed,2021-03-01
Bomet,Sotik,2021,March,Rabies,Laboratory,cattle,1,1,Lab confirmed,2021-03-01
Bomet,Chepalungu,2021,March,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-03-01
Bomet,Sotik,2021,March,Anthrax,Post Mortem,Cattle,1,1,Post Mortem,2021-03-01
Bomet,Bomet East,2021,April,Rabies,Clinical,Donkey,1,0,Clinically confirmed,2021-04-01
Bomet,Sotik,2021,April,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2021-04-01
Bomet,Sotik,2021,May,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2021-05-01
Bomet,Sotik,2021,May,Anthrax,Laboratory,Cattle,1,1,Lab confirmed,2021-05-01
Bomet,Chepalungu,2021,May,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2021-05-01
Bomet,Sotik,2021,May,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2021-05-01
Bomet,Bomet Central,2021,May,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2021-05-01
Bomet,Sotik,2021,June,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2021-06-01
Bomet,Sotik,2021,June,Rabies,Laboratory,Dog,1,1,Lab confirmed,2021-06-01
Bomet,Sotik,2021,June,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2021-06-01
Bomet,Sotik,2021,June,Brucellosis,Clinical,Cattle,2,0,Clinically confirmed,2021-06-01
Bungoma,Mt. Elgon,2021,April,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2021-04-01
Bungoma,Kimilili,2021,April,Rabies,Clinical,Dog,1,0,Clinically confirmed,2021-04-01
Bungoma,Kimilili,2021,April,Rabies,Clinical,Dog,1,0,Clinically confirmed,2021-04-01
Bungoma,Bumula,2021,April,Rabies,Clinical,Sheep,2,0,Clinically confirmed,2021-04-01
Bungoma,Bumula,2021,May,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2021-05-01
Bungoma,Mt. Elgon,2021,May,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2021-05-01
Bungoma,Mt. Elgon,2021,June,Rabies,Laboratory,Dog,200,0,Lab confirmed,2021-06-01
Bungoma,Mt. Elgon,2021,June,Rabies,Laboratory,Donkey,50,0,Lab confirmed,2021-06-01
Bungoma,Kabuchai,2021,June,Rabies,Clinical,Goat,4,2,Clinically confirmed,2021-06-01
Bungoma,Kimilili,2021,June,Rabies,Laboratory,Dog,2,0,Lab confirmed,2021-06-01
Busia,Butula,2021,May,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2021-05-01
Garissa,Dadaab,2021,March,Brucellosis,Clinical,Goats,3,0,Clinically confirmed,2021-03-01
Garissa,Dadaab,2021,March,Brucellosis,Clinical,Sheep,2,0,Clinically confirmed,2021-03-01
Garissa,Dadaab,2021,March,Brucellosis,Clinical,Goats,2,0,Clinically confirmed,2021-03-01
Garissa,Dadaab,2021,March,Brucellosis,Clinical,Sheep,1,0,Clinically confirmed,2021-03-01
Garissa,Dadaab,2021,March,Brucellosis,Clinical,Sheep,5,0,Clinically confirmed,2021-03-01
Garissa,Dadaab,2021,March,Brucellosis,Clinical,Cattle,2,0,Clinically confirmed,2021-03-01
Kajiado,Kajiado central,2021,April,Rabies,Laboratory,Cattle,1,0,Lab confirmed,2021-04-01
Kajiado,Kajiado Central,2021,April,Rabies,Clinical,Cattle,15,1,Clinically confirmed,2021-04-01
Kajiado,Kajiado west,2021,April,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2021-04-01
Kajiado,Kajiado west,2021,April,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2021-04-01
Kajiado,Kajiado North,2021,April,Rabies,Laboratory,Dog,1,None,Lab confirmed,2021-04-01
Kajiado,Kajiado East,2021,May,Brucellosis,Clinical,Sheep,1,0,Clinically confirmed,2021-05-01
Kakamega,Butere,2021,January,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-01-01
Kakamega,Lurambi,2021,Feb,Rabies,Clinical,Dogs,1,1,Clinically confirmed,2021-02-01
Kakamega,Likuyani,2021,Feb,Rvf,Clinical,Cattle,4,2,Clinically confirmed,2021-02-01
Kakamega,Malava,2021,Feb,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2021-02-01
Kakamega,Lugari,2021,Feb,Rvf,Clinical,Cattle,1,0,Clinically confirmed,2021-02-01
Kakamega,Matungu,2021,Feb,Anthrax,Post Mortem,Cattle,1,1,Post Mortem,2021-02-01
Kakamega,Shinyalu,2021,Feb,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2021-02-01
Kakamega,Lurambi,2021,Feb,Rvf,Clinical,Goats,3,9,Clinically confirmed,2021-02-01
Kakamega,Lugari,2021,Feb,Rvf,Clinical,Sheep,2,2,Clinically confirmed,2021-02-01
Kakamega,Shinyalu,2021,Feb,Rvf,Clinical,Sheep,30,0,Clinically confirmed,2021-02-01
Kakamega,Butere,2021,Feb,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2021-02-01
Kakamega,Butere,2021,Feb,Rvf,Clinical,Goats,1,9,Clinically confirmed,2021-02-01
Kakamega,Butere,2021,Feb,Rvf,Clinical,Goats,3,9,Clinically confirmed,2021-02-01
Kakamega,Shinyalu,2021,Feb,Rvf,Clinical,Goats,12,2,Clinically confirmed,2021-02-01
Kakamega,Butere,2021,Feb,Rvf,Clinical,Goats,3,9,Clinically confirmed,2021-02-01
Kakamega,Butere,2021,Feb,Rvf,Clinical,Goats,3,9,Clinically confirmed,2021-02-01
Kakamega,Butere,2021,Feb,Rvf,Clinical,Goats,3,9,Clinically confirmed,2021-02-01
Kakamega,Butere,2021,Feb,Rvf,Clinical,Goats,3,9,Clinically confirmed,2021-02-01
Kakamega,Butere,2021,Feb,Rvf,Clinical,Goats,14,0,Clinically confirmed,2021-02-01
Kakamega,Butere,2021,Feb,Rvf,Clinical,Goats,3,9,Clinically confirmed,2021-02-01
Kakamega,Butere,2021,Feb,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2021-02-01
Kakamega,Butere,2021,Feb,Rvf,Clinical,Goats,3,9,Clinically confirmed,2021-02-01
Kakamega,Butere,2021,Feb,Rvf,Clinical,Goats,3,9,Clinically confirmed,2021-02-01
Kakamega,Butere,2021,Feb,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2021-02-01
Kakamega,Butere,2021,Feb,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2021-02-01
Kakamega,Butere,2021,Feb,Rvf,Clinical,Goats,3,9,Clinically confirmed,2021-02-01
Kakamega,Butere,2021,Feb,Rvf,Clinical,Sheep,12,0,Clinically confirmed,2021-02-01
Kakamega,Butere,2021,Feb,Rvf,Clinical,Goats,3,9,Clinically confirmed,2021-02-01
Kakamega,Malava,2021,Feb,Brucellosis,Post Mortem,Cattle,3,1,Post Mortem,2021-02-01
Kakamega,Matungu,2021,Feb,Rvf,Clinical,Cattle,2,0,Clinically confirmed,2021-02-01
Kakamega,Lugari,2021,Feb,Rvf,Clinical,Cattle,2,0,Clinically confirmed,2021-02-01
Kakamega,Shinyalu,2021,Feb,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-02-01
Kakamega,Ikolomani,2021,Feb,Anthrax,Clinical,Cattle,8,0,Clinically confirmed,2021-02-01
Kakamega,Likuyani,2021,Feb,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-02-01
Kakamega,Lugari,2021,Feb,Rvf,Clinical,Cattle,2,0,Clinically confirmed,2021-02-01
Kakamega,Butere,2021,Feb,Rabies,Clinical,Cattle,2,0,Clinically confirmed,2021-02-01
Kakamega,Lurambi,2021,March,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2021-03-01
Kakamega,Butere,2021,March,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2021-03-01
Kakamega,Lurambi,2021,March,Anthrax,Clinical,Cattle,1,0,Clinically confirmed,2021-03-01
Kakamega,Ikolomani,2021,April,Brucellosis,Laboratory,Cattle,1,0,Lab confirmed,2021-04-01
Kakamega,Butere,2021,April,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2021-04-01
Kericho,Kipkelion West,2021,March,Rabies,Laboratory,cattle,1,1,Lab confirmed,2021-03-01
Kericho,Soin/Sigowet,2021,April,Rabies,Laboratory,dogs,1,1,Lab confirmed,2021-04-01
Kericho,Kericho East,2021,April,Anthrax,Laboratory,cattle,1,1,Lab confirmed,2021-04-01
Kericho,Kericho East,2021,April,Anthrax,Laboratory,Cattle,1,1,Lab confirmed,2021-04-01
Kericho,Kipkelion East,2021,June,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2021-06-01
Kiambu,Kikuyu,2021,March,Rabies,Laboratory,dogs,1,NA,Lab confirmed,2021-03-01
Kilifi,Kaloleni,2021,Feb,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2021-02-01
Kilifi,K.South,2021,Feb,Rabies,Laboratory,Dogs,1,1,Lab confirmed,2021-02-01
Kilifi,Malindi,2021,March,Rabies,Laboratory,dogs,1,1,Lab confirmed,2021-03-01
Kilifi,Kaloleni,2021,April,Anthrax,Laboratory,Cattle,1,1,Lab confirmed,2021-04-01
Kilifi,Malindi,2021,April,Rabies,Laboratory,Dog,1,1,Lab confirmed,2021-04-01
Kilifi,Malindi,2021,June,Rabies,Laboratory,Dog,1,1,Lab confirmed,2021-06-01
Kilifi,Malindi,2021,June,Anthrax,Laboratory,Cattle,1,1,Lab confirmed,2021-06-01
Kirinyaga,KIRINYAGA CENTRAL,2021,January,Anthrax,Laboratory,Pigs,10,8,Lab confirmed,2021-01-01
Kisii,South Mugirango,2021,Feb,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2021-02-01
Kisii,Kitutu Chache North,2021,Feb,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-02-01
Kisii,Nyaribari Masaba,2021,April,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2021-04-01
Kisumu,Nyando,2021,January,Rabies,Clinical,"Dogs, cats",1,0,Clinically confirmed,2021-01-01
Kisumu,Kisumu Central,2021,January,Rabies,Clinical,"Dogs, cats",1,0,Clinically confirmed,2021-01-01
Kisumu,Muhoroni,2021,January,Rabies,Clinical,dogs/donkey,1,0,Clinically confirmed,2021-01-01
Kisumu,Nyando,2021,January,Rabies,Clinical,"Dogs, cats",1,0,Clinically confirmed,2021-01-01
Kisumu,Kisumu Central,2021,January,Rabies,Clinical,"Dogs, cats",1,0,Clinically confirmed,2021-01-01
Kisumu,Muhoroni,2021,January,Rabies,Clinical,"Dogs, cats",1,0,Clinically confirmed,2021-01-01
Kisumu,Nyakach,2021,April,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2021-04-01
Kisumu,Seme,2021,April,Rabies,Clinical,Dog,1,1,Clinically confirmed,2021-04-01
Kisumu,Nyakach,2021,April,Rvf,Clinical,Sheep,1,0,Clinically confirmed,2021-04-01
Kisumu,Kisumu East,2021,May,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2021-05-01
Kisumu,Kisumu East,2021,May,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2021-05-01
Kitui,Kwavonza/Yatta,2021,January,Rabies,Clinical,Goats,1,0,Clinically confirmed,2021-01-01
Kitui,Kitui South,2021,January,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-01-01
Kitui,Kitui Rural,2021,January,Rabies,Clinical,Goats,1,0,Clinically confirmed,2021-01-01
Kitui,Kitui East,2021,Feb,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-02-01
Kitui,Mwingi Central,2021,March,Brucellosis,Clinical,Goats,1,0,Clinically confirmed,2021-03-01
Kitui,Kitui central,2021,May,Rabies,Laboratory,Goat,1,-,Lab confirmed,2021-05-01
Kitui,Mwingi Central,2021,May,Rabies,Laboratory,Dog,1,0,Lab confirmed,2021-05-01
Kitui,Kitui East,2021,June,Anthrax,Post Mortem,Cattle,6,2,Post Mortem,2021-06-01
Kitui,Kitui East,2021,June,Anthrax,clinical,Cattle,2,2,Clinically confirmed,2021-06-01
Kitui,Mwingi central,2021,June,Rabies,clinical,Dog,1,1,Clinically confirmed,2021-06-01
Kwale,Kinango,2021,January,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-01-01
Kwale,Kinango,2021,Feb,Rabies,Clinical,Goats,1,0,Clinically confirmed,2021-02-01
Kwale,Matuga,2021,April,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-04-01
Kwale,Kinango,2021,April,Rabies,Laboratory,Dog,1,1,Lab confirmed,2021-04-01
Laikipia,laikipia North,2021,April,Brucellosis,Laboratory,Cattle,8,0,Lab confirmed,2021-04-01
Laikipia,Laikipia East,2021,April,Brucellosis,Clinical,Sheep,2,-,Clinically confirmed,2021-04-01
Lamu,Lamu West,2021,January,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-01-01
Lamu,Lamu West,2021,Feb,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-02-01
Lamu,Lamu West,2021,Feb,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2021-02-01
Lamu,Lamu West,2021,Feb,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2021-02-01
Machakos,Kangundo,2021,January,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2021-01-01
Machakos,Kangundo,2021,January,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2021-01-01
Machakos,Kangundo,2021,January,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2021-01-01
Machakos,Kangundo,2021,Feb,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2021-02-01
Machakos,Kathiani,2021,March,Rabies,Clinical,Dogs,2,0,Clinically confirmed,2021-03-01
Machakos,Kangundo,2021,March,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2021-03-01
Makueni,Kibwezi West,2021,January,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-01-01
Makueni,Makueni,2021,March,Rabies,Clinical,Dogs,3,0,Clinically confirmed,2021-03-01
Makueni,Makueni,2021,May,Rabies,Laboratory,Dog,1,-,Lab confirmed,2021-05-01
Makueni,mbooni,2021,May,Rabies,Laboratory,Dog,1,-,Lab confirmed,2021-05-01
Makueni,Kibwezi East,2021,June,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2021-06-01
Mandera,Lafey,2021,January,Brucellosis,Clinical,Goats,1,0,Clinically confirmed,2021-01-01
Mandera,Lafey,2021,January,Brucellosis,Clinical,Goats,2,0,Clinically confirmed,2021-01-01
Mandera,Lafey,2021,January,Brucellosis,Clinical,Goats,3,1,Clinically confirmed,2021-01-01
Mandera,Lafey,2021,January,Brucellosis,Clinical,Goats,6,1,Clinically confirmed,2021-01-01
Mandera,Mandera North,2020,Feb,Rvf,Laboratory,Camel,14,8,Lab confirmed,2020-02-01
Mandera,Mandera North,2020,Feb,Rvf,Laboratory,Camel,25,9,Lab confirmed,2020-02-01
Mombasa,Nyali,2021,April,Anthrax,Laboratory,Goat,1,1,Lab confirmed,2021-04-01
Mombasa,Nyali,2021,April,Anthrax,Laboratory,Goat,1,1,Lab confirmed,2021-04-01
Mombasa,Kisauni,2021,April,Rabies,Laboratory,Dog,1,1,Lab confirmed,2021-04-01
Mombasa,Kisauni,2021,May,Rabies,Laboratory,Dog,1,1,Lab confirmed,2021-05-01
Murangá,KIHARU,2021,January,Anthrax,Laboratory,Goats,1,5,Lab confirmed,2021-01-01
Murang'a,MARAGUA,2021,June,Rabies,CLINICAL,Dog,1,NIL,Clinically confirmed,2021-06-01
Nairobi,Makadara,2021,March,Rabies,Laboratory,dogs,1,1,Lab confirmed,2021-03-01
Nairobi,Langata,2021,April,Rabies,Laboratory,Dog,1,-,Lab confirmed,2021-04-01
Nakuru,Nakuru Town East,2021,Feb,Brucellosis,Clinical,Cattle,2,0,Clinically confirmed,2021-02-01
Nakuru,Rongai,2021,Feb,Anthrax,Laboratory,Sheep,1,1,Lab confirmed,2021-02-01
Nakuru,Rongai,2021,Feb,Anthrax,Laboratory,Sheep,1,1,Lab confirmed,2021-02-01
Nakuru,Rongai,2021,Feb,Anthrax,Laboratory,Sheep,1,1,Lab confirmed,2021-02-01
Nakuru,Rongai,2021,Feb,Anthrax,Laboratory,Sheep,1,1,Lab confirmed,2021-02-01
Nakuru,Rongai,2021,Feb,Anthrax,Laboratory,Sheep,1,1,Lab confirmed,2021-02-01
Nakuru,Naivasha,2021,Feb,Rabies,Laboratory,Dogs,1,1,Lab confirmed,2021-02-01
Nakuru,Kuresoi South,2021,April,Rabies,Clinical,Cattle,1,1,Clinically confirmed,2021-04-01
Nakuru,Naivasha,2021,May,Rabies,CLINICAL,Dog,1,1,Clinically confirmed,2021-05-01
Nandi,Chesumei,2021,January,Anthrax,Post Mortem,Cattle,1,1,Post Mortem,2021-01-01
Nandi,Nandi Hills,2021,June,Rabies,Clinical,Cattle,4,0,Clinically confirmed,2021-06-01
Narok,Narok South,2021,January,Rabies,Clinical,Dogs,2,0,Clinically confirmed,2021-01-01
Narok,Narok South,2021,March,Rabies,Clinical,Dogs,2,0,Clinically confirmed,2021-03-01
Narok,Narok South,2021,March,Rabies,Clinical,Dogs,3,0,Clinically confirmed,2021-03-01
Narok,Narok South,2021,May,Rabies,Clinical,Dog,8,0,Clinically confirmed,2021-05-01
Nyamira,Kitutu Masaba,2021,Feb,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2021-02-01
Nyamira,Kitutu Masaba,2021,Feb,Rvf,Clinical,Sheep,6,0,Clinically confirmed,2021-02-01
Nyamira,Kitutu Masaba,2021,Feb,Rvf,Clinical,Sheep,14,0,Clinically confirmed,2021-02-01
Nyamira,Kitutu Masaba,2021,Feb,Rvf,Clinical,Goats,3,9,Clinically confirmed,2021-02-01
Nyamira,Kitutu Masaba,2021,Feb,Rvf,Post Mortem,Goats,3,9,Post Mortem,2021-02-01
Nyamira,Kitutu Masaba,2021,Feb,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2021-02-01
Nyamira,Kitutu Masaba,2021,Feb,Rvf,Clinical,Cattle,5,0,Clinically confirmed,2021-02-01
Nyamira,Kitutu Masaba,2021,Feb,Rvf,Clinical,Goats,12,9,Clinically confirmed,2021-02-01
Nyamira,Borabu,2021,Feb,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-02-01
Nyamira,Borabu,2021,Feb,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-02-01
Nyamira,Borabu,2021,Feb,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-02-01
Nyamira,Borabu,2021,Feb,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-02-01
Nyamira,Borabu,2021,Feb,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-02-01
Nyamira,Borabu,2021,Feb,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-02-01
Nyamira,Kitutu Masaba,2021,Feb,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2021-02-01
Nyamira,Kitutu Masaba,2021,Feb,Brucellosis,Post Mortem,Cattle,1,0,Post Mortem,2021-02-01
Nyamira,Kitutu Masaba,2021,Feb,Brucellosis,Clinical,Cattle,1,1,Clinically confirmed,2021-02-01
Nyamira,Borabu,2021,Feb,Anthrax,Clinical,Cattle,1,4,Clinically confirmed,2021-02-01
Nyamira,Kitutu Masaba,2021,March,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-03-01
Nyamira,West Mugirango,2021,March,Rabies,Clinical,Cattle,1,0,Clinically confirmed,2021-03-01
Nyamira,Kitutu Masaba,2021,April,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2021-04-01
Nyamira,Kitutu Masaba,2021,April,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2021-04-01
Nyamira,West Mugirango,2021,April,Rabies,Post Mortem,Dog,2,1,Post Mortem,2021-04-01
Nyamira,Kitutu Masaba,2021,April,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2021-04-01
Nyamira,West Mugirango,2021,April,Rabies,Post Mortem,Cattle,2,1,Post Mortem,2021-04-01
Nyamira,Nyamira South,2021,June,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2021-06-01
Nyamira,West Mugirango,2021,May,Rabies,Clinical,Cattle,1,4,Clinically confirmed,2021-05-01
Nyamira,West Mugirango,2021,June,Rabies,Clinical,Cattle,1,1,Clinically confirmed,2021-06-01
Nyamira,Nyamira South,2021,June,Rabies,Laboratory,Cattle,1,1,Lab confirmed,2021-06-01
Nyamira,Nyamira South,2021,June,Rabies,Laboratory,Goat,1,1,Lab confirmed,2021-06-01
Nyamira,West Mugirango,2021,June,Rabies,Clinical,Goat,1,0,Clinically confirmed,2021-06-01
Nyamira,Borabu,2021,June,Brucellosis,Clinical,Cattle,19,0,Clinically confirmed,2021-06-01
Nyandarua,Olkalau,2021,March,Rvf,Laboratory,sheep,16,16,Lab confirmed,2021-03-01
Nyeri,MKURWE-INI,2021,Feb,Anthrax,Laboratory,Cattle,1,2,Lab confirmed,2021-02-01
Nyeri,MUKURWE-INI,2021,May,Anthrax,Laboratory,Cattle,1,1,Lab confirmed,2021-05-01
Samburu,Samburu West,2021,March,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-03-01
Samburu,Samburu North,2021,March,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-03-01
Samburu,Samburu East,2021,March,Brucellosis,Clinical,Goats,10,0,Clinically confirmed,2021-03-01
Samburu,Samburu West,2021,April,Rabies,Clinical,Dog,1,0,Clinically confirmed,2021-04-01
Siaya,Gem,2021,June,Rabies,Clinical,Dog,1,0,Clinically confirmed,2021-06-01
Taita Taveta,Voi,2021,January,Rabies,Clinical,canine,2,0,Clinically confirmed,2021-01-01
Taita Taveta,Taveta,2021,January,Rvf,Clinical,Cattle,1,0,Clinically confirmed,2021-01-01
Taita Taveta,Wundanyi,2021,Feb,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-02-01
Taita Taveta,Taveta,2021,Feb,Rabies,Clinical,Dogs,1,0,Clinically confirmed,2021-02-01
Tharaka Nithi,Maara,2021,January,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2021-01-01
Tharaka Nithi,Maara,2021,Feb,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2021-02-01
Tharaka Nithi,Chuka/Igambang'Ombe,2021,Feb,Anthrax,Clinical,Pigs,1,0,Clinically confirmed,2021-02-01
Tharaka Nithi,Maara,2021,March,Anthrax,Clinical,Cattle,1,1,Clinically confirmed,2021-03-01
Tharaka Nithi,Maara,2021,June,Anthrax,Post Mortem,Cattle,2,1,Post Mortem,2021-06-01
Trans Nzoia,Kiminini,2021,January,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2021-01-01
Trans Nzoia,Cherangany,2021,January,Rabies,Clinical,Sheep,1,0,Clinically confirmed,2021-01-01
Trans Nzoia,Kiminini,2021,March,Brucellosis,Clinical,Cattle,1,0,Clinically confirmed,2021-03-01
Trans Nzoia,Endebess,2021,April,Rabies,Clinical,Dog,1,0,Clinically confirmed,2021-04-01
Turkana,Central,2021,January,Brucellosis,Laboratory,Cattle,2,0,Lab confirmed,2021-01-01
Turkana,Central,2021,January,Brucellosis,Laboratory,Cattle,3,0,Lab confirmed,2021-01-01
Turkana,Central,2021,January,Brucellosis,Laboratory,Goats,1,0,Lab confirmed,2021-01-01
Turkana,Central,2021,January,Brucellosis,Laboratory,Goats,2,0,Lab confirmed,2021-01-01
Turkana,Central,2021,January,Brucellosis,Laboratory,Cattle,2,0,Lab confirmed,2021-01-01
Turkana,Central,2021,January,Brucellosis,Laboratory,Goats,2,0,Lab confirmed,2021-01-01
Turkana,Central,2021,January,Brucellosis,Laboratory,Goats,3,0,Lab confirmed,2021-01-01
Turkana,Central,2021,January,Brucellosis,Laboratory,Goats,1,0,Lab confirmed,2021-01-01
Turkana,Central,2021,January,Brucellosis,Laboratory,Goats,1,0,Lab confirmed,2021-01-01
Turkana,Central,2021,January,Brucellosis,Laboratory,Goats,5,0,Lab confirmed,2021-01-01
Turkana,Central,2021,January,Brucellosis,Laboratory,Cattle,1,0,Lab confirmed,2021-01-01
Turkana,Central,2021,January,Brucellosis,Laboratory,Goats,2,0,Lab confirmed,2021-01-01
Turkana,CENTRAL,2021,January,Brucellosis,Laboratory,Sheep,3,0,Lab confirmed,2021-01-01
Turkana,CENTRAL,2021,January,Brucellosis,Laboratory,Sheep,1,0,Lab confirmed,2021-01-01
Turkana,CENTRAL,2021,January,Brucellosis,Laboratory,Sheep,2,0,Lab confirmed,2021-01-01
Turkana,CENTRAL,2021,January,Brucellosis,Laboratory,Goats,5,0,Lab confirmed,2021-01-01
Turkana,CENTRAL,2021,January,Brucellosis,Laboratory,Cattle,2,0,Lab confirmed,2021-01-01
Turkana,CENTRAL,2021,January,Brucellosis,Laboratory,Goats,3,0,Lab confirmed,2021-01-01
Turkana,CENTRAL,2021,January,Brucellosis,Laboratory,Goats,2,0,Lab confirmed,2021-01-01
Turkana,Turkana West,2021,Feb,Brucellosis,Clinical,Sheep,1,0,Clinically confirmed,2021-02-01
Turkana,T SOUTH,2021,May,Brucellosis,Laboratory,Cattle,6,0,Lab confirmed,2021-05-01
